Tender ID,Project Name,Budget,Deadline (Days),Key Requirements,Penalties,Region,Environmental Impact Score,Energy Use Reduction Goal (%),Waste Reduction Goal (%),Renewable Materials Used (%)
Tender_7255,Project_7255,48996005,51,Waste reduction,$164170 per day,Urban,8,36,45,75
Tender_7256,Project_7256,34098575,656,Low-carbon materials,$11153 per day,Urban,8,44,30,74
Tender_7257,Project_7257,8094816,524,Energy-efficient design,$208467 per day,Rural,5,32,26,50
Tender_7258,Project_7258,12564253,479,Energy-efficient design,$232633 per day,Rural,8,40,35,28
Tender_7259,Project_7259,39788731,454,Energy-efficient design,$363028 per day,Urban,9,29,25,34
Tender_7260,Project_7260,47215429,599,Low-carbon materials,$103152 per day,Urban,7,25,16,57
Tender_7261,Project_7261,37168760,594,Waste reduction,$278638 per day,Coastal,10,47,37,49
Tender_7262,Project_7262,9580277,611,Waste reduction,$400426 per day,Coastal,2,40,56,69
Tender_7263,Project_7263,26878260,226,Energy-efficient design,$108472 per day,Urban,1,25,58,59
Tender_7264,Project_7264,28253495,452,Low-carbon materials,$151641 per day,Coastal,5,45,59,72
Tender_7265,Project_7265,22207095,220,Low-carbon materials,$225016 per day,Coastal,1,27,27,73
Tender_7266,Project_7266,30758437,561,Low-carbon materials,$110304 per day,Coastal,8,38,55,79
Tender_7267,Project_7267,2171823,624,Waste reduction,$115681 per day,Urban,7,50,36,79
Tender_7268,Project_7268,12504338,439,Waste reduction,$432551 per day,Coastal,3,15,12,53
Tender_7269,Project_7269,30945998,672,Energy-efficient design,$167238 per day,Urban,10,44,35,54
Tender_7270,Project_7270,40115400,619,Energy-efficient design,$363656 per day,Coastal,7,27,53,25
Tender_7271,Project_7271,48324084,426,Waste reduction,$281262 per day,Rural,10,33,35,26
Tender_7272,Project_7272,14051427,297,Low-carbon materials,$292485 per day,Urban,7,42,50,53
Tender_7273,Project_7273,31013273,402,Energy-efficient design,$326936 per day,Rural,6,14,29,52
Tender_7274,Project_7274,6551854,299,Waste reduction,$130624 per day,Coastal,3,34,46,29
Tender_7275,Project_7275,17282738,471,Waste reduction,$134848 per day,Urban,5,24,59,26
Tender_7276,Project_7276,22248290,409,Energy-efficient design,$144927 per day,Urban,2,13,22,68
Tender_7277,Project_7277,46920370,403,Energy-efficient design,$119412 per day,Urban,6,21,20,79
Tender_7278,Project_7278,44025227,270,Energy-efficient design,$257799 per day,Coastal,8,16,25,67
Tender_7279,Project_7279,48245926,357,Low-carbon materials,$204472 per day,Coastal,4,21,41,68
Tender_7280,Project_7280,11505452,583,Energy-efficient design,$63753 per day,Urban,2,47,31,23
Tender_7281,Project_7281,48709311,395,Low-carbon materials,$396703 per day,Coastal,9,14,31,48
Tender_7282,Project_7282,49708402,108,Low-carbon materials,$286200 per day,Coastal,1,44,54,44
Tender_7283,Project_7283,8790912,167,Low-carbon materials,$209884 per day,Coastal,3,20,44,74
Tender_7284,Project_7284,6619740,359,Waste reduction,$238683 per day,Rural,1,22,23,69
Tender_7285,Project_7285,8161479,282,Waste reduction,$483185 per day,Coastal,5,36,42,68
Tender_7286,Project_7286,47894072,581,Waste reduction,$331018 per day,Urban,1,22,43,63
Tender_7287,Project_7287,30658617,622,Low-carbon materials,$143379 per day,Coastal,5,40,22,22
Tender_7288,Project_7288,43051879,161,Low-carbon materials,$393597 per day,Urban,2,18,56,40
Tender_7289,Project_7289,24856718,128,Energy-efficient design,$29546 per day,Coastal,1,31,24,62
Tender_7290,Project_7290,6224825,549,Low-carbon materials,$276196 per day,Coastal,8,17,24,69
Tender_7291,Project_7291,35652784,517,Low-carbon materials,$237885 per day,Coastal,2,15,51,56
Tender_7292,Project_7292,47964698,578,Energy-efficient design,$416871 per day,Urban,10,18,15,78
Tender_7293,Project_7293,26275667,351,Low-carbon materials,$433820 per day,Coastal,2,48,26,43
Tender_7294,Project_7294,49279677,137,Energy-efficient design,$199777 per day,Rural,3,43,47,77
Tender_7295,Project_7295,34837354,648,Energy-efficient design,$435687 per day,Rural,10,12,25,40
Tender_7296,Project_7296,41575492,263,Low-carbon materials,$160979 per day,Rural,5,23,51,54
Tender_7297,Project_7297,11230685,386,Energy-efficient design,$102132 per day,Coastal,4,15,19,62
Tender_7298,Project_7298,25912692,690,Low-carbon materials,$159043 per day,Urban,4,13,32,60
Tender_7299,Project_7299,37433087,597,Waste reduction,$140594 per day,Rural,8,19,28,63
Tender_7300,Project_7300,26042104,259,Low-carbon materials,$391397 per day,Rural,1,34,42,63
Tender_7301,Project_7301,3446487,506,Energy-efficient design,$304660 per day,Rural,3,19,30,49
Tender_7302,Project_7302,11967896,305,Waste reduction,$102586 per day,Rural,7,24,46,69
Tender_7303,Project_7303,22994430,618,Energy-efficient design,$211179 per day,Urban,6,38,53,22
Tender_7304,Project_7304,38449497,84,Waste reduction,$335175 per day,Coastal,8,11,20,36
Tender_7305,Project_7305,44760331,501,Energy-efficient design,$80019 per day,Rural,9,33,42,29
Tender_7306,Project_7306,10572351,663,Energy-efficient design,$300709 per day,Urban,2,12,50,43
Tender_7307,Project_7307,11379963,478,Low-carbon materials,$182894 per day,Coastal,5,34,21,34
Tender_7308,Project_7308,10204436,539,Waste reduction,$190106 per day,Urban,10,39,57,64
Tender_7309,Project_7309,12503545,635,Waste reduction,$20917 per day,Coastal,7,28,10,48
Tender_7310,Project_7310,48284698,476,Low-carbon materials,$245807 per day,Urban,4,45,35,78
Tender_7311,Project_7311,3943388,96,Waste reduction,$151027 per day,Rural,6,21,37,49
Tender_7312,Project_7312,28657650,205,Energy-efficient design,$117060 per day,Coastal,6,32,37,46
Tender_7313,Project_7313,21173704,52,Low-carbon materials,$188271 per day,Coastal,1,20,30,57
Tender_7314,Project_7314,21271421,603,Low-carbon materials,$440541 per day,Urban,2,19,23,65
Tender_7315,Project_7315,49500325,489,Waste reduction,$446660 per day,Urban,10,46,26,46
Tender_7316,Project_7316,30447883,602,Energy-efficient design,$21381 per day,Rural,4,20,41,50
Tender_7317,Project_7317,19879733,695,Waste reduction,$312838 per day,Urban,6,30,49,65
Tender_7318,Project_7318,42540539,88,Low-carbon materials,$461919 per day,Coastal,4,28,38,35
Tender_7319,Project_7319,12626305,385,Energy-efficient design,$192135 per day,Rural,2,35,54,28
Tender_7320,Project_7320,8388913,518,Energy-efficient design,$95505 per day,Rural,2,31,59,73
Tender_7321,Project_7321,9329582,181,Energy-efficient design,$407996 per day,Rural,1,27,15,43
Tender_7322,Project_7322,14113147,95,Energy-efficient design,$456989 per day,Rural,2,41,12,76
Tender_7323,Project_7323,737088,392,Waste reduction,$303308 per day,Rural,6,34,46,37
Tender_7324,Project_7324,42279316,96,Waste reduction,$342189 per day,Urban,9,24,11,57
Tender_7325,Project_7325,17485990,312,Waste reduction,$483652 per day,Coastal,5,14,11,45
Tender_7326,Project_7326,1319249,613,Waste reduction,$284235 per day,Rural,6,37,19,44
Tender_7327,Project_7327,31278987,288,Waste reduction,$433079 per day,Rural,7,48,44,21
Tender_7328,Project_7328,33895223,58,Low-carbon materials,$335825 per day,Rural,8,15,15,77
Tender_7329,Project_7329,33963314,642,Waste reduction,$205673 per day,Urban,4,29,10,72
Tender_7330,Project_7330,36973745,532,Low-carbon materials,$329175 per day,Rural,2,33,12,79
Tender_7331,Project_7331,885912,471,Low-carbon materials,$152595 per day,Rural,4,32,11,51
Tender_7332,Project_7332,41301110,166,Waste reduction,$470921 per day,Coastal,8,48,23,70
Tender_7333,Project_7333,33615996,435,Waste reduction,$492954 per day,Coastal,1,13,20,20
Tender_7334,Project_7334,16463746,250,Energy-efficient design,$261450 per day,Urban,1,23,57,31
Tender_7335,Project_7335,15054157,707,Waste reduction,$452251 per day,Coastal,2,34,36,55
Tender_7336,Project_7336,40017881,492,Waste reduction,$341116 per day,Urban,8,31,35,60
Tender_7337,Project_7337,44756324,347,Energy-efficient design,$463838 per day,Rural,5,24,36,50
Tender_7338,Project_7338,32424491,581,Energy-efficient design,$14328 per day,Coastal,10,32,15,33
Tender_7339,Project_7339,30949874,720,Energy-efficient design,$140410 per day,Rural,4,28,39,80
Tender_7340,Project_7340,28024792,341,Energy-efficient design,$308486 per day,Rural,2,20,45,68
Tender_7341,Project_7341,30153753,368,Low-carbon materials,$233829 per day,Urban,8,23,10,70
Tender_7342,Project_7342,5828773,268,Waste reduction,$432926 per day,Rural,6,38,42,51
Tender_7343,Project_7343,40846960,613,Low-carbon materials,$484117 per day,Coastal,7,20,55,73
Tender_7344,Project_7344,40772170,550,Energy-efficient design,$327220 per day,Coastal,1,26,42,28
Tender_7345,Project_7345,941108,446,Waste reduction,$468030 per day,Rural,8,37,35,33
Tender_7346,Project_7346,16922422,177,Waste reduction,$231223 per day,Coastal,4,37,60,55
Tender_7347,Project_7347,37231473,582,Energy-efficient design,$158572 per day,Urban,1,38,26,21
Tender_7348,Project_7348,19163843,630,Low-carbon materials,$181315 per day,Coastal,3,34,29,43
Tender_7349,Project_7349,42091794,352,Energy-efficient design,$119853 per day,Coastal,2,18,54,49
Tender_7350,Project_7350,42687009,36,Low-carbon materials,$179196 per day,Coastal,8,20,49,27
Tender_7351,Project_7351,37916456,654,Energy-efficient design,$325065 per day,Rural,4,36,55,29
Tender_7352,Project_7352,14434323,84,Energy-efficient design,$60397 per day,Rural,8,40,47,27
Tender_7353,Project_7353,3782885,396,Low-carbon materials,$450143 per day,Rural,4,34,14,45
Tender_7354,Project_7354,12904401,631,Low-carbon materials,$461877 per day,Rural,4,14,35,74
Tender_7355,Project_7355,10449303,152,Waste reduction,$256585 per day,Coastal,10,41,19,73
Tender_7356,Project_7356,4195278,102,Energy-efficient design,$222261 per day,Coastal,8,29,41,67
Tender_7357,Project_7357,44340669,658,Waste reduction,$182038 per day,Urban,1,38,54,72
Tender_7358,Project_7358,23922324,95,Waste reduction,$33488 per day,Rural,2,47,41,77
Tender_7359,Project_7359,2964308,572,Low-carbon materials,$145588 per day,Rural,1,10,59,72
Tender_7360,Project_7360,10255911,453,Low-carbon materials,$250075 per day,Coastal,2,27,36,47
Tender_7361,Project_7361,2676480,195,Energy-efficient design,$75326 per day,Rural,5,32,32,31
Tender_7362,Project_7362,45261380,229,Energy-efficient design,$430776 per day,Coastal,10,31,10,58
Tender_7363,Project_7363,39295145,284,Waste reduction,$298068 per day,Urban,3,20,19,44
Tender_7364,Project_7364,40985802,645,Low-carbon materials,$284220 per day,Rural,7,19,56,63
Tender_7365,Project_7365,20528073,213,Low-carbon materials,$115596 per day,Rural,3,28,48,77
Tender_7366,Project_7366,22720488,215,Energy-efficient design,$12375 per day,Rural,2,20,58,44
Tender_7367,Project_7367,6385627,60,Low-carbon materials,$29731 per day,Coastal,9,12,28,53
Tender_7368,Project_7368,3790439,694,Waste reduction,$409519 per day,Urban,10,33,58,60
Tender_7369,Project_7369,7807326,536,Waste reduction,$320335 per day,Coastal,3,48,20,69
Tender_7370,Project_7370,28481505,152,Waste reduction,$428470 per day,Coastal,3,37,32,64
Tender_7371,Project_7371,12462047,369,Low-carbon materials,$318649 per day,Coastal,5,26,13,31
Tender_7372,Project_7372,11327023,121,Waste reduction,$188374 per day,Rural,1,19,58,50
Tender_7373,Project_7373,45603229,126,Energy-efficient design,$153638 per day,Urban,1,33,15,34
Tender_7374,Project_7374,19584455,443,Low-carbon materials,$81499 per day,Urban,7,28,19,36
Tender_7375,Project_7375,41509539,617,Waste reduction,$298609 per day,Rural,2,48,18,30
Tender_7376,Project_7376,44853899,426,Energy-efficient design,$276683 per day,Rural,4,38,46,53
Tender_7377,Project_7377,46906693,447,Energy-efficient design,$248723 per day,Rural,9,44,17,56
Tender_7378,Project_7378,47465924,420,Waste reduction,$121288 per day,Rural,7,13,33,75
Tender_7379,Project_7379,40427692,515,Waste reduction,$499979 per day,Rural,6,34,22,23
Tender_7380,Project_7380,38905234,171,Energy-efficient design,$154059 per day,Coastal,5,27,33,61
Tender_7381,Project_7381,38227073,381,Waste reduction,$159318 per day,Urban,10,24,22,71
Tender_7382,Project_7382,12406405,217,Low-carbon materials,$397748 per day,Urban,7,40,39,36
Tender_7383,Project_7383,31057204,128,Waste reduction,$392586 per day,Coastal,7,15,30,30
Tender_7384,Project_7384,39353770,348,Low-carbon materials,$330088 per day,Rural,1,49,47,45
Tender_7385,Project_7385,24671850,393,Low-carbon materials,$348195 per day,Urban,3,35,20,54
Tender_7386,Project_7386,2905184,211,Energy-efficient design,$220745 per day,Urban,6,12,40,40
Tender_7387,Project_7387,6749599,470,Energy-efficient design,$359680 per day,Coastal,2,22,14,67
Tender_7388,Project_7388,20585312,288,Energy-efficient design,$207809 per day,Rural,5,28,47,63
Tender_7389,Project_7389,22164207,541,Energy-efficient design,$280713 per day,Coastal,4,42,39,38
Tender_7390,Project_7390,25234275,122,Low-carbon materials,$237351 per day,Urban,6,49,35,38
Tender_7391,Project_7391,25930189,218,Energy-efficient design,$235286 per day,Coastal,9,41,57,45
Tender_7392,Project_7392,5041033,296,Low-carbon materials,$245915 per day,Coastal,1,24,35,72
Tender_7393,Project_7393,29177217,441,Low-carbon materials,$318828 per day,Rural,5,14,17,20
Tender_7394,Project_7394,37441489,235,Waste reduction,$292535 per day,Rural,8,16,34,60
Tender_7395,Project_7395,4857101,262,Low-carbon materials,$330492 per day,Coastal,2,37,20,61
Tender_7396,Project_7396,20151670,389,Waste reduction,$313767 per day,Rural,2,12,28,60
Tender_7397,Project_7397,32095983,692,Low-carbon materials,$145378 per day,Rural,9,17,18,65
Tender_7398,Project_7398,9529215,678,Waste reduction,$249591 per day,Rural,1,32,48,62
Tender_7399,Project_7399,8688840,113,Low-carbon materials,$18598 per day,Coastal,1,34,58,45
Tender_7400,Project_7400,47115121,377,Energy-efficient design,$224215 per day,Coastal,5,31,60,52
Tender_7401,Project_7401,18915916,492,Low-carbon materials,$377419 per day,Urban,6,25,22,53
Tender_7402,Project_7402,22592810,126,Waste reduction,$65832 per day,Urban,1,46,23,56
Tender_7403,Project_7403,35869910,566,Waste reduction,$249901 per day,Coastal,2,48,43,41
Tender_7404,Project_7404,28266823,293,Energy-efficient design,$377148 per day,Coastal,6,33,11,79
Tender_7405,Project_7405,35708411,50,Low-carbon materials,$457402 per day,Urban,4,21,17,52
Tender_7406,Project_7406,14582484,650,Low-carbon materials,$458337 per day,Urban,2,15,52,58
Tender_7407,Project_7407,47196327,92,Waste reduction,$346843 per day,Coastal,2,16,13,58
Tender_7408,Project_7408,14529173,600,Low-carbon materials,$21664 per day,Urban,10,50,58,70
Tender_7409,Project_7409,41574231,90,Energy-efficient design,$467274 per day,Urban,6,30,58,75
Tender_7410,Project_7410,4404701,412,Low-carbon materials,$462612 per day,Coastal,10,27,40,35
Tender_7411,Project_7411,7835148,127,Energy-efficient design,$464314 per day,Coastal,7,21,53,29
Tender_7412,Project_7412,38843795,202,Energy-efficient design,$458326 per day,Coastal,1,26,12,24
Tender_7413,Project_7413,49471251,31,Low-carbon materials,$237137 per day,Coastal,3,10,17,59
Tender_7414,Project_7414,42710039,571,Low-carbon materials,$316311 per day,Urban,8,15,38,24
Tender_7415,Project_7415,35997006,42,Energy-efficient design,$36995 per day,Rural,7,32,39,62
Tender_7416,Project_7416,6383416,34,Low-carbon materials,$54566 per day,Rural,10,11,58,72
Tender_7417,Project_7417,32958073,364,Waste reduction,$453694 per day,Coastal,4,26,28,72
Tender_7418,Project_7418,49091792,423,Low-carbon materials,$146766 per day,Rural,5,23,29,67
Tender_7419,Project_7419,46714806,343,Low-carbon materials,$335701 per day,Urban,8,50,35,34
Tender_7420,Project_7420,41085965,58,Low-carbon materials,$240851 per day,Urban,8,39,11,32
Tender_7421,Project_7421,47932923,611,Waste reduction,$486150 per day,Urban,10,49,44,66
Tender_7422,Project_7422,19772813,606,Low-carbon materials,$53010 per day,Urban,7,13,24,22
Tender_7423,Project_7423,29159082,413,Waste reduction,$52359 per day,Rural,7,43,28,78
Tender_7424,Project_7424,41358869,101,Waste reduction,$23797 per day,Urban,1,36,45,37
Tender_7425,Project_7425,21739187,206,Energy-efficient design,$407786 per day,Urban,6,45,34,39
Tender_7426,Project_7426,17925490,223,Energy-efficient design,$122665 per day,Rural,5,11,26,28
Tender_7427,Project_7427,35758408,681,Energy-efficient design,$428602 per day,Coastal,9,43,46,26
Tender_7428,Project_7428,39097172,665,Low-carbon materials,$284516 per day,Coastal,6,42,17,50
Tender_7429,Project_7429,42325206,540,Low-carbon materials,$146687 per day,Rural,7,25,41,58
Tender_7430,Project_7430,24246695,216,Energy-efficient design,$427394 per day,Urban,3,31,57,40
Tender_7431,Project_7431,9204901,578,Energy-efficient design,$385298 per day,Rural,6,43,30,33
Tender_7432,Project_7432,41724302,253,Low-carbon materials,$498815 per day,Coastal,8,33,10,39
Tender_7433,Project_7433,38257751,383,Low-carbon materials,$244897 per day,Coastal,6,32,39,64
Tender_7434,Project_7434,33812633,129,Low-carbon materials,$63807 per day,Urban,1,42,45,54
Tender_7435,Project_7435,35376865,188,Waste reduction,$186539 per day,Urban,5,24,58,69
Tender_7436,Project_7436,49434759,644,Waste reduction,$215619 per day,Coastal,3,37,22,42
Tender_7437,Project_7437,42903246,413,Energy-efficient design,$261886 per day,Rural,3,26,16,46
Tender_7438,Project_7438,33902840,617,Waste reduction,$444775 per day,Rural,5,30,18,36
Tender_7439,Project_7439,33551414,211,Waste reduction,$197955 per day,Rural,7,26,23,75
Tender_7440,Project_7440,12573369,481,Waste reduction,$229588 per day,Coastal,5,50,24,42
Tender_7441,Project_7441,41396528,211,Energy-efficient design,$236563 per day,Coastal,1,45,17,67
Tender_7442,Project_7442,16117684,549,Low-carbon materials,$391626 per day,Rural,7,38,30,20
Tender_7443,Project_7443,48052473,182,Waste reduction,$180809 per day,Rural,10,33,53,38
Tender_7444,Project_7444,19994323,485,Low-carbon materials,$10027 per day,Coastal,5,49,24,39
Tender_7445,Project_7445,13489285,61,Low-carbon materials,$352160 per day,Urban,9,38,27,46
Tender_7446,Project_7446,606093,667,Energy-efficient design,$187579 per day,Urban,7,46,48,30
Tender_7447,Project_7447,8432746,69,Energy-efficient design,$50146 per day,Rural,2,46,41,36
Tender_7448,Project_7448,2109726,580,Low-carbon materials,$294593 per day,Rural,8,40,34,21
Tender_7449,Project_7449,31697946,153,Waste reduction,$391666 per day,Rural,6,26,21,74
Tender_7450,Project_7450,42473959,349,Waste reduction,$274861 per day,Coastal,5,18,16,69
Tender_7451,Project_7451,8413861,328,Low-carbon materials,$231447 per day,Rural,2,32,41,39
Tender_7452,Project_7452,49990664,140,Low-carbon materials,$20487 per day,Coastal,9,28,28,63
Tender_7453,Project_7453,14413736,387,Waste reduction,$369779 per day,Rural,3,20,14,69
Tender_7454,Project_7454,41792620,214,Energy-efficient design,$60290 per day,Coastal,8,50,50,68
Tender_7455,Project_7455,28325488,634,Waste reduction,$211515 per day,Rural,8,47,11,80
Tender_7456,Project_7456,28285830,560,Waste reduction,$267632 per day,Coastal,2,13,58,61
Tender_7457,Project_7457,3552929,201,Energy-efficient design,$357176 per day,Rural,2,29,50,38
Tender_7458,Project_7458,22900419,132,Low-carbon materials,$163370 per day,Coastal,5,23,24,77
Tender_7459,Project_7459,23964617,539,Waste reduction,$146713 per day,Coastal,9,34,38,26
Tender_7460,Project_7460,38108847,227,Low-carbon materials,$305161 per day,Rural,9,43,32,45
Tender_7461,Project_7461,43282138,647,Low-carbon materials,$474948 per day,Rural,2,20,16,79
Tender_7462,Project_7462,14749757,188,Energy-efficient design,$389167 per day,Coastal,7,40,29,33
Tender_7463,Project_7463,1258146,657,Waste reduction,$368136 per day,Rural,1,30,16,25
Tender_7464,Project_7464,43491167,375,Energy-efficient design,$104739 per day,Coastal,6,35,34,47
Tender_7465,Project_7465,14001440,495,Low-carbon materials,$117169 per day,Coastal,9,42,27,66
Tender_7466,Project_7466,46806261,704,Waste reduction,$158943 per day,Urban,1,26,45,62
Tender_7467,Project_7467,19399648,591,Waste reduction,$374010 per day,Urban,2,47,56,65
Tender_7468,Project_7468,17573670,428,Waste reduction,$118783 per day,Rural,10,41,57,66
Tender_7469,Project_7469,5052401,488,Waste reduction,$202905 per day,Rural,8,43,36,68
Tender_7470,Project_7470,21154266,149,Energy-efficient design,$330180 per day,Urban,6,30,54,44
Tender_7471,Project_7471,20651717,714,Low-carbon materials,$475353 per day,Coastal,6,13,34,69
Tender_7472,Project_7472,34503365,597,Waste reduction,$345366 per day,Urban,8,38,43,68
Tender_7473,Project_7473,37409445,97,Energy-efficient design,$238032 per day,Rural,1,43,53,38
Tender_7474,Project_7474,22238160,376,Energy-efficient design,$311719 per day,Coastal,9,37,46,73
Tender_7475,Project_7475,911462,282,Waste reduction,$281121 per day,Coastal,3,40,45,26
Tender_7476,Project_7476,8139455,404,Energy-efficient design,$181791 per day,Rural,7,21,21,51
Tender_7477,Project_7477,46525660,174,Low-carbon materials,$19776 per day,Coastal,8,30,22,23
Tender_7478,Project_7478,22866236,275,Low-carbon materials,$472916 per day,Rural,9,24,49,23
Tender_7479,Project_7479,23408388,532,Low-carbon materials,$495675 per day,Rural,7,13,55,23
Tender_7480,Project_7480,27078420,222,Energy-efficient design,$155877 per day,Coastal,6,42,39,34
Tender_7481,Project_7481,49113435,443,Low-carbon materials,$179976 per day,Rural,1,16,53,34
Tender_7482,Project_7482,38679678,72,Energy-efficient design,$408180 per day,Coastal,5,31,22,48
Tender_7483,Project_7483,41838613,396,Energy-efficient design,$486751 per day,Rural,5,43,51,57
Tender_7484,Project_7484,2454034,90,Low-carbon materials,$18723 per day,Urban,5,10,18,21
Tender_7485,Project_7485,12286268,521,Low-carbon materials,$348539 per day,Rural,2,44,38,36
Tender_7486,Project_7486,13520165,705,Energy-efficient design,$185701 per day,Urban,5,35,43,73
Tender_7487,Project_7487,22680474,635,Low-carbon materials,$419751 per day,Urban,5,38,35,76
Tender_7488,Project_7488,23178558,131,Energy-efficient design,$224413 per day,Rural,3,43,12,48
Tender_7489,Project_7489,45628896,562,Waste reduction,$224186 per day,Urban,10,48,20,37
Tender_7490,Project_7490,32652411,123,Waste reduction,$459247 per day,Rural,5,26,43,71
Tender_7491,Project_7491,32343186,709,Waste reduction,$380886 per day,Rural,3,33,28,28
Tender_7492,Project_7492,2886273,700,Low-carbon materials,$312311 per day,Urban,7,16,54,27
Tender_7493,Project_7493,43828987,358,Low-carbon materials,$424705 per day,Rural,8,16,49,28
Tender_7494,Project_7494,9610289,569,Energy-efficient design,$130232 per day,Rural,1,48,59,67
Tender_7495,Project_7495,32812617,606,Low-carbon materials,$264003 per day,Rural,9,24,36,78
Tender_7496,Project_7496,10927797,618,Low-carbon materials,$189912 per day,Urban,9,20,23,22
Tender_7497,Project_7497,42590712,574,Waste reduction,$172983 per day,Rural,1,28,33,47
Tender_7498,Project_7498,31411546,564,Waste reduction,$33887 per day,Rural,6,36,33,71
Tender_7499,Project_7499,36535281,433,Low-carbon materials,$81153 per day,Urban,1,40,32,75
Tender_7500,Project_7500,22988828,589,Low-carbon materials,$442445 per day,Urban,2,14,51,63
Tender_7501,Project_7501,31535841,688,Low-carbon materials,$383257 per day,Urban,6,46,52,45
Tender_7502,Project_7502,28279919,235,Energy-efficient design,$402896 per day,Rural,2,49,11,21
Tender_7503,Project_7503,4259591,319,Energy-efficient design,$482488 per day,Urban,4,47,14,43
Tender_7504,Project_7504,35468632,358,Waste reduction,$148565 per day,Urban,8,19,19,75
Tender_7505,Project_7505,20588618,168,Energy-efficient design,$482509 per day,Coastal,9,39,14,63
Tender_7506,Project_7506,38412658,488,Low-carbon materials,$103295 per day,Coastal,7,31,52,68
Tender_7507,Project_7507,49151520,232,Waste reduction,$427021 per day,Rural,3,20,48,52
Tender_7508,Project_7508,46013072,329,Energy-efficient design,$304120 per day,Rural,7,23,52,21
Tender_7509,Project_7509,21673037,671,Low-carbon materials,$237873 per day,Rural,9,38,46,64
Tender_7510,Project_7510,37757311,466,Low-carbon materials,$47801 per day,Rural,5,16,15,73
Tender_7511,Project_7511,36462665,443,Energy-efficient design,$257269 per day,Coastal,10,11,26,54
Tender_7512,Project_7512,1756172,475,Low-carbon materials,$445913 per day,Urban,8,10,53,69
Tender_7513,Project_7513,14476257,416,Low-carbon materials,$378578 per day,Rural,1,19,47,40
Tender_7514,Project_7514,39248499,114,Waste reduction,$291573 per day,Urban,5,49,55,46
Tender_7515,Project_7515,46502676,532,Energy-efficient design,$318190 per day,Urban,3,33,47,57
Tender_7516,Project_7516,22761304,54,Energy-efficient design,$97985 per day,Urban,5,49,32,79
Tender_7517,Project_7517,24229395,533,Waste reduction,$481601 per day,Rural,2,34,18,20
Tender_7518,Project_7518,4943481,136,Waste reduction,$183609 per day,Urban,7,22,30,68
Tender_7519,Project_7519,10519682,359,Low-carbon materials,$430236 per day,Coastal,10,30,22,28
Tender_7520,Project_7520,19321353,604,Low-carbon materials,$243676 per day,Coastal,9,14,31,66
Tender_7521,Project_7521,2591995,525,Low-carbon materials,$75206 per day,Urban,2,45,46,55
Tender_7522,Project_7522,23260133,654,Low-carbon materials,$167633 per day,Coastal,5,41,33,62
Tender_7523,Project_7523,25681982,428,Low-carbon materials,$27454 per day,Coastal,3,32,25,57
Tender_7524,Project_7524,42544431,343,Waste reduction,$452753 per day,Rural,1,38,10,26
Tender_7525,Project_7525,36354465,539,Energy-efficient design,$78185 per day,Coastal,8,13,15,60
Tender_7526,Project_7526,11638023,324,Low-carbon materials,$183244 per day,Coastal,7,33,59,51
Tender_7527,Project_7527,38817929,86,Energy-efficient design,$39201 per day,Urban,9,23,46,23
Tender_7528,Project_7528,41147106,570,Energy-efficient design,$462043 per day,Rural,2,21,34,52
Tender_7529,Project_7529,26643350,72,Waste reduction,$367820 per day,Rural,8,12,33,76
Tender_7530,Project_7530,13074785,222,Low-carbon materials,$460502 per day,Rural,1,46,27,52
Tender_7531,Project_7531,40442650,121,Low-carbon materials,$136205 per day,Coastal,1,25,46,52
Tender_7532,Project_7532,8341310,344,Waste reduction,$292547 per day,Urban,7,34,56,20
Tender_7533,Project_7533,21188415,631,Energy-efficient design,$179725 per day,Urban,9,14,41,48
Tender_7534,Project_7534,47829612,614,Low-carbon materials,$466808 per day,Urban,2,24,13,71
Tender_7535,Project_7535,21605697,585,Energy-efficient design,$380003 per day,Rural,5,50,31,29
Tender_7536,Project_7536,48136557,207,Waste reduction,$267164 per day,Coastal,4,11,60,37
Tender_7537,Project_7537,2622533,686,Waste reduction,$234307 per day,Rural,7,14,49,29
Tender_7538,Project_7538,18719883,351,Low-carbon materials,$400368 per day,Urban,6,28,28,80
Tender_7539,Project_7539,28274316,79,Low-carbon materials,$100402 per day,Coastal,10,29,26,23
Tender_7540,Project_7540,6324900,577,Energy-efficient design,$406136 per day,Urban,8,36,33,50
Tender_7541,Project_7541,33856758,58,Energy-efficient design,$207337 per day,Coastal,3,27,53,41
Tender_7542,Project_7542,16447901,78,Energy-efficient design,$468513 per day,Rural,4,16,52,35
Tender_7543,Project_7543,25436551,340,Waste reduction,$445642 per day,Urban,10,49,47,21
Tender_7544,Project_7544,30826920,424,Energy-efficient design,$167734 per day,Urban,8,40,46,68
Tender_7545,Project_7545,20809068,222,Low-carbon materials,$279569 per day,Urban,7,20,16,55
Tender_7546,Project_7546,15004901,390,Low-carbon materials,$423970 per day,Coastal,7,46,26,80
Tender_7547,Project_7547,35738892,580,Low-carbon materials,$47405 per day,Coastal,2,28,30,64
Tender_7548,Project_7548,20788237,83,Energy-efficient design,$339874 per day,Coastal,1,14,19,48
Tender_7549,Project_7549,12244906,474,Low-carbon materials,$225625 per day,Rural,6,13,59,75
Tender_7550,Project_7550,8031713,550,Low-carbon materials,$408768 per day,Rural,5,23,14,49
Tender_7551,Project_7551,25613189,566,Energy-efficient design,$406296 per day,Rural,2,37,10,29
